Freq (Hz),Temp (K),bloco,Temp,Freq,Modulo Real (MPa),Modulo Imaginario (Mpa),Fator de Perda (Mpa)
0.1,233,B1,T1,F1,1267.9979,351.56351,0.27737
0.1,233,B2,T1,F1,1026.2822,335.33243,0.32642
0.1,233,B3,T1,F1,1504.0133,408.77591,0.27183
0.1,233,B4,T1,F1,1086.9518,352.19974,0.32411
0.1,233,B5,T1,F1,1088.1246,359.28055,0.33026
0.1,233,B6,T1,F1,1363.0309,473.86191,0.34745
0.1,233,B7,T1,F1,1212.0845,433.73294,0.35773
0.1,233,B8,T1,F1,1045.812,376.45468,0.35977
0.1,233,B9,T1,F1,956.8641,348.44818,0.36416
0.1,233,B10,T1,F1,1239.879,410.26816,0.33094
0.1,233,B11,T1,F1,1090.0696,332.77899,0.3053
0.1,233,B12,T1,F1,818.1754,303.27695,0.37075
0.1,233,B13,T1,F1,1201.1768,347.0491,0.28893
0.1,233,B14,T1,F1,1049.5632,323.94846,0.30862
0.1,233,B15,T1,F1,1063.655,334.2926,0.31431
0.1,233,B16,T1,F1,1210.8252,402.30225,0.33224
0.1,233,B17,T1,F1,1166.0189,342.16467,0.29346
0.1,233,B18,T1,F1,1252.4142,431.52585,0.34458
0.1,233,B19,T1,F1,987.7854,334.39197,0.33848
0.1,233,B20,T1,F1,1049.8882,300.34012,0.28608
0.1,233,B21,T1,F1,1273.2582,375.46173,0.29489
0.1,233,B22,T1,F1,1184.0607,468.90881,0.39599
0.1,233,B23,T1,F1,1150.7308,355.38217,0.30881
0.1,233,B24,T1,F1,1155.6907,391.54343,0.33879
0.1,233,B25,T1,F1,1219.9064,415.39395,0.34057
0.2,233,B1,T1,F2,1179.9683,417.59207,0.35372
0.2,233,B2,T1,F2,1240.5032,348.59329,0.28101
0.2,233,B3,T1,F2,1593.2705,392.70837,0.24661
0.2,233,B4,T1,F2,1186.1106,313.82648,0.26441
0.2,233,B5,T1,F2,1238.486,317.80432,0.25666
0.2,233,B6,T1,F2,1359.0488,376.52451,0.27739
0.2,233,B7,T1,F2,1374.416,368.27664,0.26794
0.2,233,B8,T1,F2,1259.8289,360.26385,0.28618
0.2,233,B9,T1,F2,1088.0289,327.98282,0.30149
0.2,233,B10,T1,F2,1328.9109,339.09747,0.25533
0.2,233,B11,T1,F2,1313.3103,40.17186,0.0466
0.2,233,B12,T1,F2,1034.9495,327.18652,0.31635
0.2,233,B13,T1,F2,1418.6835,336.02405,0.23688
0.2,233,B14,T1,F2,1180.0938,297.31638,0.25195
0.2,233,B15,T1,F2,1206.4139,308.68155,0.25588
0.2,233,B16,T1,F2,1463.4371,398.30188,0.27208
0.2,233,B17,T1,F2,1239.5756,291.51666,0.23513
0.2,233,B18,T1,F2,1453.0691,400.34698,0.27554
0.2,233,B19,T1,F2,1132.3284,332.51053,0.29364
0.2,233,B20,T1,F2,1171.3649,263.2471,0.22452
0.2,233,B21,T1,F2,1466.6821,378.45636,0.25805
0.2,233,B22,T1,F2,1331.2117,384.56586,0.28884
0.2,233,B23,T1,F2,1368.2939,359.57095,0.26264
0.2,233,B24,T1,F2,1277.8873,332.77963,0.26039
0.2,233,B25,T1,F2,1390.7544,377.0686,0.27126
0.5,233,B1,T1,F3,1571.2842,391.89114,0.24912
0.5,233,B2,T1,F3,1347.9751,337.8555,0.25032
0.5,233,B3,T1,F3,1776.3678,385.09232,0.21754
0.5,233,B4,T1,F3,1393.9385,328.54025,0.23559
0.5,233,B5,T1,F3,1389.5754,330.38855,0.23783
0.5,233,B6,T1,F3,1663.0879,420.62851,0.25308
0.5,233,B7,T1,F3,1620.7911,390.38162,0.24088
0.5,233,B8,T1,F3,1433.9666,366.32788,0.25552
0.5,233,B9,T1,F3,1283.765,346.43225,0.26994
0.5,233,B10,T1,F3,1543.4043,349.56558,0.22653
0.5,233,B11,T1,F3,1472.4481,343.80383,0.23349
0.5,233,B12,T1,F3,1266.7936,368.10416,0.29066
0.5,233,B13,T1,F3,1607.8837,357.44977,0.22232
0.5,233,B14,T1,F3,1318.3143,309.10718,0.2345
0.5,233,B15,T1,F3,1334.3807,308.33505,0.23109
0.5,233,B16,T1,F3,1694.6927,416.40115,0.24569
0.5,233,B17,T1,F3,1392.3724,286.67258,0.20585
0.5,233,B18,T1,F3,1593.5787,399.29309,0.25062
0.5,233,B19,T1,F3,1345.4283,358.2901,0.26631
0.5,233,B20,T1,F3,1278.6388,268.46729,0.20997
0.5,233,B21,T1,F3,1725.5283,402.12631,0.23307
0.5,233,B22,T1,F3,1590.5691,432.91913,0.27227
0.5,233,B23,T1,F3,1575.5569,408.15189,0.25905
0.5,233,B24,T1,F3,1480.6852,348.37744,0.23534
0.5,233,B25,T1,F3,1587.2975,399.04953,0.25159
1,233,B1,T1,F4,1751.6453,392.22009,0.22381
1,233,B2,T1,F4,1475.4034,320.31915,0.21657
1,233,B3,T1,F4,1985.3549,369.78775,0.18651
1,233,B4,T1,F4,1547.6768,325.91565,0.21051
1,233,B5,T1,F4,1553.17,324.83902,0.2092
1,233,B6,T1,F4,1867.6089,411.21912,0.22037
1,233,B7,T1,F4,1800.6562,389.05701,0.21607
1,233,B8,T1,F4,1586.3835,359.31009,0.22655
1,233,B9,T1,F4,1439.6799,347.64868,0.24152
1,233,B10,T1,F4,1706.7268,348.2486,0.20403
1,233,B11,T1,F4,1624.5002,330.11987,0.20322
1,233,B12,T1,F4,1424.9501,371.03177,0.26042
1,233,B13,T1,F4,1748.0679,347.50409,0.1988
1,233,B14,T1,F4,1442.8874,295.53983,0.20482
1,233,B15,T1,F4,1473.6096,305.85413,0.20756
1,233,B16,T1,F4,1858.5253,412.21695,0.22178
1,233,B17,T1,F4,1530.7633,277.24713,0.18109
1,233,B18,T1,F4,1787.964,405.2482,0.2267
1,233,B19,T1,F4,1503.2164,359.3118,0.23901
1,233,B20,T1,F4,1399.0492,258.72122,0.18494
1,233,B21,T1,F4,1901.4683,393.57574,0.20702
1,233,B22,T1,F4,1792.1039,430.74075,0.24042
1,233,B23,T1,F4,1731.6564,403.25327,0.23289
1,233,B24,T1,F4,1644.9139,343.78217,0.20901
1,233,B25,T1,F4,1740.1533,393.75339,0.22636
2,233,B1,T1,F5,1930.5938,382.63147,0.19808
2,233,B2,T1,F5,1622.8807,322.97241,0.19851
2,233,B3,T1,F5,2172.3198,361.12527,0.16644
2,233,B4,T1,F5,1692.7936,320.37378,0.18924
2,233,B5,T1,F5,1702.9379,318.31952,0.18694
2,233,B6,T1,F5,2061.4819,413.73456,0.20084
2,233,B7,T1,F5,1984.7374,380.90738,0.1919
2,233,B8,T1,F5,1739.1519,359.86917,0.20697
2,233,B9,T1,F5,1602.1146,348.36111,0.21748
2,233,B10,T1,F5,1857.3606,343.08563,0.18472
2,233,B11,T1,F5,1770.0414,319.40186,0.18045
2,233,B12,T1,F5,1577.9965,378.84146,0.24008
2,233,B13,T1,F5,1879.1288,341.38739,0.18168
2,233,B14,T1,F5,1578.1235,292.24661,0.18518
2,233,B15,T1,F5,1597.1924,298.60278,0.18696
2,233,B16,T1,F5,1996.9331,407.875,0.20423
2,233,B17,T1,F5,1645.2639,269.35184,0.1637
2,233,B18,T1,F5,1970.6223,393.36737,0.19964
2,233,B19,T1,F5,1648.6265,362.26883,0.21976
2,233,B20,T1,F5,1510.4076,249.60728,0.16527
2,233,B21,T1,F5,2078.3333,387.61398,0.1865
2,233,B22,T1,F5,1979.1968,423.65018,0.21412
2,233,B23,T1,F5,1895.4861,394.49768,0.20817
2,233,B24,T1,F5,1803.1326,339.18231,0.18813
2,233,B25,T1,F5,1914.1035,390.85922,0.20426
5,233,B1,T1,F6,2158.6511,358.48224,0.16602
5,233,B2,T1,F6,1799.1277,307.88364,0.17091
5,233,B3,T1,F6,2375.1382,325.49136,0.13712
5,233,B4,T1,F6,1866.9139,301.75677,0.16162
5,233,B5,T1,F6,1897.1935,294.70639,0.15535
5,233,B6,T1,F6,2308.7656,376.27078,0.16306
5,233,B7,T1,F6,2188.2153,358.05984,0.16364
5,233,B8,T1,F6,1923.9707,337.42389,0.17542
5,233,B9,T1,F6,1813.1542,318.77704,0.17582
5,233,B10,T1,F6,2054.6626,304.94244,0.14843
5,233,B11,T1,F6,1958.9017,298.62854,0.15245
5,233,B12,T1,F6,1777.009,363.6792,0.20464
5,233,B13,T1,F6,2056.1257,314.10934,0.15277
5,233,B14,T1,F6,1732.6572,260.42926,0.15029
5,233,B15,T1,F6,1761.9407,279.384,0.15857
5,233,B16,T1,F6,2209.2944,367.70062,0.16643
5,233,B17,T1,F6,1800.5669,246.66853,0.13696
5,233,B18,T1,F6,2191.1846,385.78046,0.17606
5,233,B19,T1,F6,1853.1239,342.57007,0.18487
5,233,B20,T1,F6,1644.5166,227.93449,0.13861
5,233,B21,T1,F6,2299.4148,372.90726,0.16218
5,233,B22,T1,F6,2223.696,418.32413,0.18818
5,233,B23,T1,F6,2103.6504,374.9216,0.17824
5,233,B24,T1,F6,1992.7895,328.96759,0.16506
5,233,B25,T1,F6,2136.8572,374.00848,0.17513
10,233,B1,T1,F7,2342.831,344.42096,0.14713
10,233,B2,T1,F7,1962.8016,305.27856,0.15517
10,233,B3,T1,F7,2526.1636,303.44724,0.12015
10,233,B4,T1,F7,2001.2839,292.56421,0.14617
10,233,B5,T1,F7,2036.5356,272.00375,0.13353
10,233,B6,T1,F7,2458.9011,362.23157,0.1474
10,233,B7,T1,F7,2388.9749,336.07742,0.14045
10,233,B8,T1,F7,2069.9587,339.95837,0.16417
10,233,B9,T1,F7,1941.7576,323.32687,0.16654
10,233,B10,T1,F7,2181.8303,298.41168,0.13677
10,233,B11,T1,F7,2104.4966,306.46881,0.14566
10,233,B12,T1,F7,1925.2613,335.86499,0.17438
10,233,B13,T1,F7,2195.5142,329.08627,0.14991
10,233,B14,T1,F7,1854.3779,258.3894,0.13938
10,233,B15,T1,F7,1882.7499,290.21515,0.15412
10,233,B16,T1,F7,2362.6519,361.60052,0.15305
10,233,B17,T1,F7,1886.0238,248.85764,0.13199
10,233,B18,T1,F7,2363.031,360.29611,0.15247
10,233,B19,T1,F7,2026.0376,332.69702,0.16422
10,233,B20,T1,F7,1741.0856,219.04758,0.12582
10,233,B21,T1,F7,2503.0803,345.42175,0.13799
10,233,B22,T1,F7,2439.6853,364.60101,0.14945
10,233,B23,T1,F7,2272.5542,368.52704,0.16217
10,233,B24,T1,F7,2138.9993,305.03333,0.14263
10,233,B25,T1,F7,2289.1287,347.18417,0.15165
20,233,B1,T1,F8,2440.8359,329.62622,0.13499
20,233,B2,T1,F8,2077.8152,195.40686,0.09359
20,233,B3,T1,F8,2647.3989,279.03705,0.1055
20,233,B4,T1,F8,2111.0981,268.18103,0.12703
20,233,B5,T1,F8,2219.0181,262.97412,0.11851
20,233,B6,T1,F8,2665.4282,409.98499,0.15357
20,233,B7,T1,F8,2436.511,291.51428,0.11963
20,233,B8,T1,F8,2255.5173,302.7226,0.13433
20,233,B9,T1,F8,2068.7568,290.53479,0.14045
20,233,B10,T1,F8,2303.832,258.29068,0.11221
20,233,B11,T1,F8,2235.292,308.37015,0.13792
20,233,B12,T1,F8,2096.9731,334.54248,0.15945
20,233,B13,T1,F8,2326.6755,267.35861,0.1149
20,233,B14,T1,F8,1901.0347,254.06665,0.13359
20,233,B15,T1,F8,1999.0624,275.82986,0.13803
20,233,B16,T1,F8,2498.0681,356.54807,0.14283
20,233,B17,T1,F8,1990.0962,221.38319,0.11123
20,233,B18,T1,F8,2472.5566,413.76941,0.16721
20,233,B19,T1,F8,2171.866,308.23428,0.14193
20,233,B20,T1,F8,1824.7029,208.14786,0.11408
20,233,B21,T1,F8,2550.7075,275.07831,0.10788
20,233,B22,T1,F8,2557.5354,320.55444,0.12525
20,233,B23,T1,F8,2435.9907,410.03928,0.16826
20,233,B24,T1,F8,2291.3081,296.08243,0.1292
20,233,B25,T1,F8,2454.4343,295.70526,0.1205
50,233,B1,T1,F9,2679.2649,349.42221,0.13052
50,233,B2,T1,F9,2201.9353,266.28473,0.12076
50,233,B3,T1,F9,2810.4785,261.98618,0.09318
50,233,B4,T1,F9,2234.5667,274.93445,0.12304
50,233,B5,T1,F9,2331.3684,313.03351,0.13419
50,233,B6,T1,F9,2857.887,297.49377,0.10411
50,233,B7,T1,F9,2714.2961,320.0253,0.11798
50,233,B8,T1,F9,2367.1543,302.64706,0.12781
50,233,B9,T1,F9,2247.1533,305.77383,0.13615
50,233,B10,T1,F9,2487.6401,251.44569,0.10109
50,233,B11,T1,F9,2374.8384,255.22095,0.10748
50,233,B12,T1,F9,2196.1482,356.5246,0.16241
50,233,B13,T1,F9,2507.5986,278.44727,0.11099
50,233,B14,T1,F9,2104.1924,246.84184,0.11734
50,233,B15,T1,F9,2095.1829,213.12483,0.10168
50,233,B16,T1,F9,2688.2978,308.80478,0.11488
50,233,B17,T1,F9,2086.3777,236.20187,0.11319
50,233,B18,T1,F9,2702.8748,348.82141,0.12909
50,233,B19,T1,F9,2358.9292,327.09521,0.13861
50,233,B20,T1,F9,1904.9827,198.8289,0.10438
50,233,B21,T1,F9,2775.4121,286.76221,0.10333
50,233,B22,T1,F9,2776.2141,321.40982,0.11569
50,233,B23,T1,F9,2602.0503,366.13345,0.14077
50,233,B24,T1,F9,2364.1152,265.70044,0.11241
50,233,B25,T1,F9,2630.5215,300.04886,0.11416
100,233,B1,T1,F10,2974.7712,769.04004,0.25883
100,233,B2,T1,F10,2487.2085,675.31573,0.27586
100,233,B3,T1,F10,2959.7588,653.3645,0.22092
100,233,B4,T1,F10,2316.6748,265.70084,0.11468
100,233,B5,T1,F10,2780.2292,256.42389,0.09069
100,233,B6,T1,F10,3708.3787,17.45234,0.00394
100,233,B7,T1,F10,3278.5842,131.70294,0.04171
100,233,B8,T1,F10,2577.8193,814.38367,0.31402
100,233,B9,T1,F10,2380.1685,410.68564,0.17422
100,233,B10,T1,F10,2911.0515,247.42059,0.08498
100,233,B11,T1,F10,2702.0754,513.54895,0.19016
100,233,B12,T1,F10,2523.8203,321.73676,0.12743
100,233,B13,T1,F10,2820.7852,324.06564,0.11349
100,233,B14,T1,F10,2192.0689,395.64929,0.18049
100,233,B15,T1,F10,2230.2173,401.8591,0.18022
100,233,B16,T1,F10,2664.2488,141.85864,0.05322
100,233,B17,T1,F10,2214.9255,14.83153,0.00632
100,233,B18,T1,F10,3437.426,37.26427,0.00865
100,233,B19,T1,F10,2408.8267,698.07336,0.29061
100,233,B20,T1,F10,2082.792,284.30325,0.13662
100,233,B21,T1,F10,3079.6018,1134.17065,0.37019
100,233,B22,T1,F10,3307.6555,63.32631,0.01563
100,233,B23,T1,F10,2695.5994,379.26666,0.14087
100,233,B24,T1,F10,2530.5393,438.14523,0.17299
100,233,B25,T1,F10,2942.7266,119.99393,0.04098
0.1,253,B1,T2,F1,156.44882,94.69061,0.60525
0.1,253,B2,T2,F1,123.92115,75.75424,0.61132
0.1,253,B3,T2,F1,160.82791,97.55378,0.60666
0.1,253,B4,T2,F1,168.72009,102.29559,0.66294
0.1,253,B5,T2,F1,98.44751,61.77826,0.62752
0.1,253,B6,T2,F1,166.258,100.69439,0.60575
0.1,253,B7,T2,F1,131.06024,82.26891,0.62778
0.1,253,B8,T2,F1,136.83591,86.09237,0.62884
0.1,253,B9,T2,F1,103.809,65.75974,0.63346
0.1,253,B10,T2,F1,117.76999,74.21067,0.63011
0.1,253,B11,T2,F1,101.21839,65.54768,0.64758
0.1,253,B12,T2,F1,75.89015,49.73256,0.65532
0.1,253,B13,T2,F1,155.13351,92.78039,0.59806
0.1,253,B14,T2,F1,99.4808,63.82274,0.64155
0.1,253,B15,T2,F1,102.00965,64.93992,0.6366
0.1,253,B16,T2,F1,125.73318,79.93065,0.6357
0.1,253,B17,T2,F1,94.19337,59.53549,0.63203
0.1,253,B18,T2,F1,121.24688,76.97673,0.63487
0.1,253,B19,T2,F1,92.65263,59.26463,0.63964
0.1,253,B20,T2,F1,104.20558,65.34939,0.62711
0.1,253,B21,T2,F1,120.80266,76.55527,0.6337
0.1,253,B22,T2,F1,101.72582,66.93332,0.65797
0.1,253,B23,T2,F1,121.14234,76.27293,0.62961
0.1,253,B24,T2,F1,115.06389,73.08904,0.63516
0.1,253,B25,T2,F1,112.32817,72.49728,0.64542
0.2,253,B1,T2,F2,187.57033,109.80937,0.58542
0.2,253,B2,T2,F2,156.67264,91.68652,0.58517
0.2,253,B3,T2,F2,210.27296,121.69176,0.57949
0.2,253,B4,T2,F2,219.45087,125.10181,0.60729
0.2,253,B5,T2,F2,128.54449,77.8285,0.60528
0.2,253,B6,T2,F2,216.25423,125.0408,0.57814
0.2,253,B7,T2,F2,141.41199,87.61964,0.62022
0.2,253,B8,T2,F2,146.77748,88.54184,0.60861
0.2,253,B9,T2,F2,130.40015,79.82306,0.61213
0.2,253,B10,T2,F2,158.21663,95.03497,0.60061
0.2,253,B11,T2,F2,130.66562,82.47113,0.63108
0.2,253,B12,T2,F2,98.41039,63.32843,0.64352
0.2,253,B13,T2,F2,197.52563,112.91013,0.57164
0.2,253,B14,T2,F2,129.88124,80.35573,0.61869
0.2,253,B15,T2,F2,131.5054,80.97224,0.61574
0.2,253,B16,T2,F2,160.77087,98.63601,0.61344
0.2,253,B17,T2,F2,122.54543,74.81052,0.61044
0.2,253,B18,T2,F2,141.76991,88.30995,0.62278
0.2,253,B19,T2,F2,121.71532,75.33119,0.61895
0.2,253,B20,T2,F2,140.67,84.5829,0.6013
0.2,253,B21,T2,F2,151.83304,92.22595,0.60736
0.2,253,B22,T2,F2,130.27905,83.9287,0.64422
0.2,253,B23,T2,F2,158.36218,96.34281,0.60835
0.2,253,B24,T2,F2,146.75548,90.34571,0.6155
0.2,253,B25,T2,F2,142.27531,88.48819,0.62197
0.5,253,B1,T2,F3,249.83987,139.39449,0.55804
0.5,253,B2,T2,F3,220.2963,123.01633,0.55843
0.5,253,B3,T2,F3,284.89471,156.17252,0.54811
0.5,253,B4,T2,F3,290.93417,157.325,0.56389
0.5,253,B5,T2,F3,173.93346,101.90598,0.58568
0.5,253,B6,T2,F3,297.25504,162.47856,0.54655
0.5,253,B7,T2,F3,216.54077,126.20032,0.58397
0.5,253,B8,T2,F3,230.71851,129.35817,0.56675
0.5,253,B9,T2,F3,183.34259,107.81664,0.58806
0.5,253,B10,T2,F3,222.89436,127.56517,0.57226
0.5,253,B11,T2,F3,180.51358,109.04301,0.60398
0.5,253,B12,T2,F3,140.39941,88.06958,0.62723
0.5,253,B13,T2,F3,266.42722,143.77969,0.53967
0.5,253,B14,T2,F3,183.63885,108.76757,0.59232
0.5,253,B15,T2,F3,187.96315,110.63939,0.58866
0.5,253,B16,T2,F3,228.11829,133.2261,0.58396
0.5,253,B17,T2,F3,171.89175,100.05457,0.58211
0.5,253,B18,T2,F3,205.13905,122.09055,0.59506
0.5,253,B19,T2,F3,172.64688,103.02569,0.59677
0.5,253,B20,T2,F3,197.71129,112.31293,0.56799
0.5,253,B21,T2,F3,212.98232,124.62495,0.58502
0.5,253,B22,T2,F3,182.35619,113.34089,0.62159
0.5,253,B23,T2,F3,219.55164,127.47872,0.5806
0.5,253,B24,T2,F3,205.3391,120.51161,0.58674
0.5,253,B25,T2,F3,207.61548,122.93589,0.59215
1,253,B1,T2,F4,321.44781,170.63565,0.53101
1,253,B2,T2,F4,280.27744,149.57523,0.53368
1,253,B3,T2,F4,356.83963,186.15521,0.52146
1,253,B4,T2,F4,357.36041,183.07903,0.52852
1,253,B5,T2,F4,217.8468,123.05904,0.56468
1,253,B6,T2,F4,369.57996,192.62711,0.5212
1,253,B7,T2,F4,282.59467,156.55931,0.55514
1,253,B8,T2,F4,306.5741,161.427,0.53133
1,253,B9,T2,F4,235.78246,132.9511,0.56387
1,253,B10,T2,F4,282.0173,153.79666,0.54526
1,253,B11,T2,F4,233.21619,134.4962,0.57666
1,253,B12,T2,F4,182.09625,110.4467,0.60645
1,253,B13,T2,F4,335.91763,172.14497,0.51248
1,253,B14,T2,F4,233.70071,132.61429,0.56751
1,253,B15,T2,F4,242.02264,135.743,0.56092
1,253,B16,T2,F4,291.96732,162.66905,0.55707
1,253,B17,T2,F4,220.64072,123.16382,0.55826
1,253,B18,T2,F4,267.52792,151.94458,0.56788
1,253,B19,T2,F4,221.62889,127.51517,0.5754
1,253,B20,T2,F4,250.27805,135.19882,0.54007
1,253,B21,T2,F4,271.92053,152.66591,0.5613
1,253,B22,T2,F4,236.72585,141.58252,0.59814
1,253,B23,T2,F4,278.41153,155.00697,0.55671
1,253,B24,T2,F4,265.29596,148.42155,0.55929
1,253,B25,T2,F4,268.08389,151.50142,0.5651
2,253,B1,T2,F5,406.65677,204.33511,0.5027
2,253,B2,T2,F5,351.63528,178.17711,0.50668
2,253,B3,T2,F5,444.69861,218.49599,0.49114
2,253,B4,T2,F5,439.74078,212.03854,0.49398
2,253,B5,T2,F5,275.17609,148.29243,0.53874
2,253,B6,T2,F5,457.01361,225.0769,0.49254
2,253,B7,T2,F5,362.04453,189.8212,0.52532
2,253,B8,T2,F5,390.17807,193.38063,0.49949
2,253,B9,T2,F5,299.62811,160.93907,0.53711
2,253,B10,T2,F5,352.20712,182.58189,0.51829
2,253,B11,T2,F5,298.1026,162.89706,0.54641
2,253,B12,T2,F5,233.37665,135.94836,0.58243
2,253,B13,T2,F5,417.85327,201.62352,0.48254
2,253,B14,T2,F5,295.72198,159.07608,0.53798
2,253,B15,T2,F5,305.15793,162.64851,0.53303
2,253,B16,T2,F5,369.25122,195.46689,0.52927
2,253,B17,T2,F5,278.33362,147.64751,0.53053
2,253,B18,T2,F5,341.68658,184.50096,0.5399
2,253,B19,T2,F5,279.69943,154.05457,0.55083
2,253,B20,T2,F5,311.19946,158.87129,0.5104
2,253,B21,T2,F5,344.66751,183.75331,0.53302
2,253,B22,T2,F5,303.34818,172.71373,0.56945
2,253,B23,T2,F5,350.89722,185.77754,0.52939
2,253,B24,T2,F5,334.48065,177.90849,0.53174
2,253,B25,T2,F5,340.5137,183.48378,0.53881
5,253,B1,T2,F6,542.00378,248.79712,0.45925
5,253,B2,T2,F6,466.31064,217.37613,0.46614
5,253,B3,T2,F6,587.82098,262.10596,0.4457
5,253,B4,T2,F6,571.95355,250.10213,0.44562
5,253,B5,T2,F6,371.71005,185.9431,0.50007
5,253,B6,T2,F6,603.84302,271.46182,0.44961
5,253,B7,T2,F6,489.06204,235.18095,0.48183
5,253,B8,T2,F6,519.77008,235.00755,0.45514
5,253,B9,T2,F6,404.41321,200.40244,0.49552
5,253,B10,T2,F6,466.61514,222.21997,0.47612
5,253,B11,T2,F6,404.27353,202.42407,0.5007
5,253,B12,T2,F6,321.16006,174.09096,0.54197
5,253,B13,T2,F6,547.02307,241.28047,0.44109
5,253,B14,T2,F6,397.06094,195.5825,0.49262
5,253,B15,T2,F6,409.14612,199.59502,0.48786
5,253,B16,T2,F6,493.13696,240.25742,0.48712
5,253,B17,T2,F6,373.44217,182.35144,0.48835
5,253,B18,T2,F6,462.38675,229.85243,0.49703
5,253,B19,T2,F6,377.44666,193.6265,0.51303
5,253,B20,T2,F6,409.61478,190.92474,0.46601
5,253,B21,T2,F6,463.23416,228.84006,0.4939
5,253,B22,T2,F6,414.54196,218.99005,0.52837
5,253,B23,T2,F6,469.56052,229.32835,0.48835
5,253,B24,T2,F6,447.53259,219.81116,0.49104
5,253,B25,T2,F6,459.37415,226.94724,0.49397
10,253,B1,T2,F7,663.44086,281.66248,0.42479
10,253,B2,T2,F7,570.21875,245.33307,0.43018
10,253,B3,T2,F7,713.00244,294.78885,0.4133
10,253,B4,T2,F7,687.52612,276.3941,0.40814
10,253,B5,T2,F7,461.405,215.75362,0.46747
10,253,B6,T2,F7,733.11597,304.86191,0.4159
10,253,B7,T2,F7,603.49054,268.8107,0.44593
10,253,B8,T2,F7,633.28271,264.84872,0.42032
10,253,B9,T2,F7,501.17957,231.58313,0.46205
10,253,B10,T2,F7,570.48682,254.11264,0.44528
10,253,B11,T2,F7,501.88147,231.98386,0.46223
10,253,B12,T2,F7,403.72214,205.14282,0.50804
10,253,B13,T2,F7,661.41095,267.68802,0.40474
10,253,B14,T2,F7,488.47882,223.01208,0.45657
10,253,B15,T2,F7,501.08597,228.05693,0.45516
10,253,B16,T2,F7,606.96472,276.66733,0.45575
10,253,B17,T2,F7,458.81738,208.89917,0.45536
10,253,B18,T2,F7,574.79401,263.34378,0.45816
